gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,0,No,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Electronic check,65.93,19.34,1
Male,0,No,Yes,16,Yes,Yes,DSL,No,No,Yes,One year,No,Electronic check,51.5,858.41,0
Female,0,No,No,11,Yes,Yes,DSL,No,No internet service,No internet service,Two year,Yes,Mailed check,61.07,661.92,0
Male,0,No,No,11,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,40.05,460.85,0
Male,0,No,No,17,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,37.03,720.18,1
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,88.07,2838.98,0
Female,0,No,Yes,28,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,73.78,1973.83,0
Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,81.72,5915.88,0
Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No internet service,No,No internet service,One year,No,Credit card,104.9,2160.44,0
Female,0,Yes,No,19,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Credit card,24.25,391.6,0
Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,54.34,407.04,0
Female,0,Yes,No,42,Yes,No,DSL,Yes,No,No,Month-to-month,No,Bank transfer,42.71,1743.57,0
Male,0,No,No,4,Yes,Yes,DSL,No internet service,No,No,Month-to-month,No,Bank transfer,45.58,259.29,0
Male,1,No,No,20,Yes,No,Fiber optic,No internet service,No,No,Two year,No,Electronic check,80.36,1614.96,1
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Mailed check,97.46,1549.19,0
Male,0,Yes,Yes,32,Yes,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer,46.15,1435.7,1
Male,1,No,No,72,Yes,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Mailed check,60.39,4358.9,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,75.23,5336.99,1
Female,0,Yes,No,5,Yes,No,DSL,No,No internet service,No internet service,Two year,Yes,Credit card,52.42,138.67,0
Female,0,Yes,Yes,9,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,37.77,262.25,1
Female,0,No,No,50,Yes,No,Fiber optic,Yes,No internet service,No,Month-to-month,No,Electronic check,83.19,4216.5,0
Male,0,Yes,No,21,Yes,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,66.63,1352.97,1
Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,No internet service,One year,Yes,Credit card,63.05,1063.2,0
Male,0,No,No,37,Yes,No phone service,DSL,No internet service,No,Yes,One year,No,Electronic check,40.7,1501.3,0
Male,0,No,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,One year,No,Mailed check,52.34,1524.49,0
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,27.16,2009.82,0
Male,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,92.65,2368.96,0
Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card,88.25,1547.55,0
Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,One year,No,Mailed check,74.14,1665.4,0
Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Electronic check,61.26,2956.2,1
Female,0,No,No,28,Yes,Yes,DSL,No,No internet service,Yes,One year,No,Electronic check,43.11,1234.24,0
Male,0,Yes,Yes,31,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,47.96,1470.07,0
Female,0,No,No,72,Yes,No,Fiber optic,No internet service,Yes,No,Two year,No,Mailed check,71.41,5085.79,0
Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer,87.6,2386.09,0
Female,1,No,Yes,14,No,No,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,103.72,1567.17,0
Female,0,No,No,35,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,54.85,1956.67,0
Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Bank transfer,74.05,2326.69,0
Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,95.61,60.62,0
Female,0,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer,44.66,746.23,0
Female,0,Yes,No,40,Yes,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer,60.53,2414.23,0
Male,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No internet service,Two year,Yes,Mailed check,67.98,1347.2,0
Male,0,Yes,No,45,Yes,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,44.87,2028.21,0
Female,0,Yes,No,17,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Bank transfer,75.25,1232.18,1
Male,0,No,No,72,Yes,Yes,DSL,No,No internet service,Yes,One year,Yes,Credit card,63.81,4600.55,0
Female,0,No,No,10,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,37.91,291.71,1
Male,1,Yes,No,2,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,62.93,107.02,0
Female,1,No,No,16,No,No,DSL,No,No,No internet service,Two year,No,Mailed check,49.12,852.75,0
Male,1,Yes,Yes,23,No,No,Fiber optic,No,Yes,No internet service,Two year,Yes,Electronic check,106.92,2510.54,0
Male,0,Yes,No,12,Yes,No,No,No internet service,No,No,One year,Yes,Mailed check,27.73,297.9,0
Female,1,No,Yes,8,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.22,477.47,1
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,58.52,1821.86,0
Male,0,No,No,14,No,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,77.19,1111.49,0
Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,112.35,3272.11,0
Male,1,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.47,3325.24,0
Male,0,No,Yes,42,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,54.14,2358.55,0
Male,0,Yes,No,14,No,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,80.83,1139.2,0
Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Credit card,39.83,1007.1,0
Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Month-to-month,No,Credit card,49.69,774.83,1
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,98.99,6119.82,1
Male,0,No,No,63,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,No,Mailed check,37.89,2378.6,1
Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No internet service,Month-to-month,Yes,Electronic check,46.61,518.46,1
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No internet service,Yes,One year,No,Mailed check,54.98,120.36,0
Male,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,Two year,Yes,Mailed check,42.77,313.89,0
Female,0,Yes,No,13,No,No,DSL,No internet service,No,No,Month-to-month,No,Electronic check,61.26,903.16,0
Male,0,No,No,24,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,87.16,2043.24,0
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,100.35,3269.93,0
Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,66.61,816.15,0
Male,0,No,No,33,Yes,No phone service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,28.78,999.08,0
Male,0,No,No,72,Yes,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,64.26,4640.22,1
Male,0,Yes,No,31,Yes,No,Fiber optic,No internet service,No,Yes,One year,Yes,Mailed check,89.01,2790.08,0
Male,0,No,Yes,5,No,No,DSL,No,No internet service,Yes,Month-to-month,No,Mailed check,49.54,313.76,0
Male,1,Yes,No,26,Yes,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,79.35,1975.52,0
Female,0,Yes,Yes,23,Yes,No,DSL,No internet service,No,No,One year,No,Mailed check,58.95,1373.9,0
Male,0,Yes,No,61,Yes,Yes,DSL,No,No,Yes,One year,No,Mailed check,44.53,2657.84,0
Female,0,Yes,Yes,12,Yes,No,DSL,No internet service,No internet service,No internet service,One year,No,Mailed check,69.5,810.77,0
Female,0,Yes,No,16,Yes,No,No,Yes,No,No internet service,One year,Yes,Mailed check,18.0,288.05,0
Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No internet service,One year,Yes,Bank transfer,74.7,1966.63,0
Female,1,No,Yes,22,Yes,No,DSL,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,58.37,1255.09,0
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,96.26,3587.71,0
Female,0,No,No,1,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,39.62,9.96,0
Female,0,Yes,No,24,Yes,No phone service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,25.13,628.77,0
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No internet service,One year,No,Mailed check,84.18,295.82,0
Female,0,No,No,11,No,Yes,DSL,No,Yes,No internet service,Two year,Yes,Mailed check,60.24,624.16,0
Female,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No,No,Yes,Two year,Yes,Credit card,120.0,3906.39,0
Female,0,No,Yes,5,Yes,Yes,DSL,No internet service,No,Yes,One year,No,Bank transfer,55.24,305.08,0
Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card,38.16,491.44,0
Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,77.41,2698.13,1
Female,0,No,Yes,31,Yes,No,No,No,No internet service,Yes,Two year,No,Credit card,26.82,846.85,0
Female,0,Yes,No,2,No,No,Fiber optic,No internet service,No,No,One year,Yes,Bank transfer,88.46,207.48,0
Female,0,Yes,Yes,25,Yes,No,No,No,No internet service,Yes,One year,No,Credit card,32.81,734.28,0
Male,0,No,Yes,4,Yes,No,DSL,No internet service,No,Yes,One year,No,Electronic check,50.31,321.96,0
Male,0,No,No,8,Yes,No phone service,Fiber optic,No internet service,Yes,No,One year,No,Electronic check,81.42,619.51,1
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No internet service,Yes,Two year,Yes,Bank transfer,83.32,1526.92,0
Female,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Credit card,53.91,208.07,1
Female,0,No,No,72,Yes,No,DSL,No,No,Yes,One year,No,Mailed check,59.09,4259.2,0
Male,0,Yes,Yes,5,Yes,No,DSL,No internet service,No,Yes,Two year,Yes,Electronic check,51.85,328.54,0
Male,0,No,No,45,Yes,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,77.93,3606.59,1
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,Yes,No,One year,Yes,Bank transfer,99.29,5206.81,0
Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,106.69,7687.61,1
Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No internet service,Two year,No,Bank transfer,51.28,866.28,0
Male,1,No,No,62,Yes,No phone service,DSL,No,No,No,Month-to-month,Yes,Credit card,54.24,3281.43,0
Male,0,No,No,72,Yes,No phone service,Fiber optic,No,Yes,Yes,One year,Yes,Credit card,84.09,6107.96,0
Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,71.66,443.63,0
Female,1,Yes,Yes,19,Yes,No,Fiber optic,No,No internet service,Yes,One year,Yes,Electronic check,92.04,1812.93,0
Female,1,No,No,1,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,22.83,44.75,0
Female,0,No,No,29,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,34.38,1074.08,0
Female,0,No,No,26,No,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,70.7,1856.14,1
Female,0,No,Yes,6,Yes,No phone service,No,Yes,No internet service,Yes,Two year,No,Bank transfer,26.19,91.15,0
Female,0,No,Yes,47,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,40.86,1894.35,0
Male,0,No,No,1,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,35.94,23.16,0
Male,0,Yes,Yes,49,Yes,No,DSL,No,Yes,No,One year,Yes,Credit card,40.01,1957.1,0
Male,0,No,Yes,0,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Electronic check,73.46,0.0,1
Female,1,Yes,Yes,32,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card,83.31,2648.88,0
Male,0,No,No,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,No,Bank transfer,80.73,172.41,0
Male,0,Yes,Yes,8,Yes,No,DSL,No,No internet service,Yes,One year,No,Mailed check,35.62,360.19,0
Female,0,No,No,38,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Mailed check,72.8,2776.96,0
Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.72,586.95,1
Male,1,No,Yes,21,Yes,No,DSL,No,No internet service,Yes,One year,No,Electronic check,38.94,708.12,0
Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No internet service,One year,Yes,Bank transfer,72.84,5250.57,0
Female,0,Yes,No,1,No,Yes,DSL,Yes,No,Yes,One year,Yes,Electronic check,53.94,108.28,1
Female,0,Yes,Yes,49,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,29.06,1486.39,0
Male,0,Yes,Yes,2,Yes,No,DSL,No,No internet service,No,Month-to-month,Yes,Electronic check,60.39,178.04,0
Male,0,Yes,No,4,Yes,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,34.82,154.44,0
Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No internet service,No internet service,Two year,Yes,Mailed check,39.58,139.44,0
Male,0,No,No,72,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer,64.14,4584.18,0
Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,61.69,350.72,1
Male,0,Yes,No,68,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,43.33,2913.24,0
Female,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,One year,No,Credit card,71.83,5206.01,0
Male,0,Yes,No,14,No,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer,98.67,1383.46,1
Male,0,Yes,No,29,Yes,No,DSL,No,Yes,No internet service,Two year,Yes,Electronic check,57.85,1678.42,0
Male,0,No,No,45,Yes,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,60.93,2791.77,1
Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,Two year,Yes,Mailed check,81.97,1175.67,0
Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,80.44,416.32,0
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer,72.62,1209.64,0
Female,0,No,No,44,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Yes,Credit card,77.58,3493.71,0
Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer,94.64,4275.6,0
Male,0,No,Yes,7,No,Yes,DSL,No,No,No,Two year,Yes,Electronic check,45.25,354.13,0
Male,1,Yes,No,5,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,29.37,150.91,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Two year,No,Mailed check,62.24,4446.94,0
Male,0,No,No,1,Yes,No,No,No,No,No internet service,One year,Yes,Credit card,28.63,46.38,0
Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,95.77,3705.19,1
Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Mailed check,87.76,109.64,0
Female,1,No,No,54,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,62.54,3213.64,0
Male,0,Yes,No,70,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.03,4252.25,1
Female,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,72.48,724.11,1
Male,0,No,No,2,Yes,No,DSL,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,50.86,54.0,0
Male,0,No,No,19,Yes,No phone service,DSL,No,No,No,Month-to-month,Yes,Electronic check,31.85,623.42,1
Male,1,No,No,10,Yes,Yes,DSL,No internet service,No,No internet service,One year,Yes,Bank transfer,66.56,644.46,0
Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,61.29,980.32,1
Male,0,Yes,No,32,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,20.98,643.9,1
Male,0,No,No,7,No,No,Fiber optic,Yes,No,No,One year,No,Credit card,90.27,680.51,1
Female,0,No,No,13,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Credit card,89.76,1194.21,0
Male,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Electronic check,57.75,2613.55,0
Female,0,Yes,No,30,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,47.69,1433.81,0
Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No internet service,No,Two year,Yes,Electronic check,84.33,1054.2,0
Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Two year,Yes,Bank transfer,92.32,2946.41,0
Male,1,Yes,Yes,43,Yes,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No,Credit card,74.9,3185.95,1
Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,98.15,2493.35,0
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,76.77,659.46,1
Female,0,No,Yes,0,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,18.0,81.56,0
Female,0,Yes,No,48,Yes,No,DSL,No,No,Yes,One year,Yes,Mailed check,52.41,2473.44,0
Male,0,No,Yes,51,Yes,No,DSL,No,Yes,No,One year,No,Credit card,44.15,2237.2,0
Male,0,No,Yes,35,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,51.76,1793.74,1
Female,0,No,Yes,2,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,33.74,61.28,0
Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,92.08,2305.68,0
Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,58.54,3025.67,0
Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No internet service,One year,No,Electronic check,31.06,494.35,0
Male,0,No,No,6,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,35.69,118.9,0
Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer,112.27,3006.8,0
Female,0,Yes,No,52,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Credit card,21.76,1212.39,0
Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,One year,Yes,Electronic check,70.72,0.0,0
Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Mailed check,79.1,2027.03,1
Female,1,No,Yes,30,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card,85.78,2566.7,0
Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,80.0,2225.7,0
Male,1,No,No,31,Yes,Yes,No,No,No internet service,No,One year,No,Electronic check,25.7,811.2,0
Female,1,Yes,No,29,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,32.77,951.28,0
Male,0,No,No,4,Yes,No,Fiber optic,No internet service,Yes,Yes,One year,Yes,Mailed check,88.48,382.62,0
Female,0,No,No,8,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,20.35,122.39,0
Female,0,No,No,28,Yes,Yes,No,No,No,No,One year,No,Credit card,39.44,1168.22,0
Male,0,Yes,No,0,No,No,DSL,No internet service,No,Yes,Two year,Yes,Credit card,51.94,0.0,0
Female,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,42.2,1184.33,1
Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No internet service,One year,No,Bank transfer,91.88,2900.45,0
Male,0,No,No,8,Yes,Yes,DSL,Yes,No,No internet service,Month-to-month,No,Credit card,57.44,477.95,0
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,76.67,2055.74,1
Male,0,Yes,No,22,Yes,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.06,1433.61,0
Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,One year,No,Electronic check,43.58,402.35,0
Male,0,Yes,Yes,18,Yes,No phone service,No,No,No,No,Two year,Yes,Electronic check,38.02,702.25,0
Female,0,Yes,No,72,Yes,No,No,Yes,No internet service,No,Two year,No,Electronic check,34.75,2440.15,0
Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,79.66,1335.8,0
Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,No,Yes,Two year,Yes,Mailed check,60.72,1754.39,0
Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No internet service,One year,Yes,Electronic check,50.86,71.85,0
Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,62.7,130.28,1
Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Mailed check,61.68,102.85,0
Male,0,Yes,No,45,Yes,No,DSL,Yes,No internet service,No,Month-to-month,Yes,Electronic check,41.74,1923.9,1
Male,0,Yes,No,12,Yes,Yes,Fiber optic,No internet service,No,Yes,Two year,Yes,Credit card,64.2,774.49,0
Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No internet service,One year,No,Electronic check,93.19,656.01,0
Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,One year,No,Credit card,68.46,2682.44,0
Female,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,82.04,451.18,0
Male,1,Yes,No,8,Yes,Yes,No,No,No,No internet service,One year,No,Bank transfer,24.82,190.06,0
Female,0,No,No,16,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,25.97,453.27,0
Male,0,Yes,No,12,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Credit card,87.83,1136.24,0
Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No internet service,One year,Yes,Electronic check,48.72,1307.76,0
Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,97.17,1168.74,1
Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No internet service,Two year,Yes,Bank transfer,67.5,930.68,0
Female,0,Yes,No,59,Yes,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,113.31,6811.3,1
Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,One year,No,Mailed check,50.05,3227.59,0
Male,0,Yes,No,52,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,31.43,1645.0,0
Male,1,No,No,60,Yes,Yes,Fiber optic,No internet service,No,No,One year,No,Bank transfer,59.62,3568.27,0
Female,0,No,No,25,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,31.82,750.56,0
Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,87.8,2624.12,1
Female,0,No,No,24,Yes,No phone service,Fiber optic,No,No,Yes,Two year,No,Electronic check,78.74,1965.74,1
Male,1,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,82.82,3770.53,0
Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,Two year,Yes,Mailed check,67.75,1616.55,0
Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Electronic check,81.83,240.18,0
Female,0,No,No,49,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,81.78,4078.79,0
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.29,2578.01,1
Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,89.64,4584.42,0
Female,0,Yes,No,6,Yes,Yes,DSL,No,No internet service,No,Two year,No,Mailed check,63.26,405.15,0
Male,0,Yes,No,9,Yes,No,No,No,Yes,No internet service,Two year,No,Electronic check,39.43,285.62,0
Female,0,Yes,No,10,No,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Credit card,106.48,990.92,1
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,No,No,One year,Yes,Bank transfer,90.21,1858.62,1
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,90.11,372.64,1
Female,0,No,Yes,14,Yes,No,No,No,No internet service,No,Two year,Yes,Electronic check,19.24,275.24,0
Male,0,Yes,No,6,Yes,No,DSL,No internet service,No,No,Two year,No,Bank transfer,37.08,216.52,0
Female,0,Yes,No,9,Yes,Yes,DSL,No,No internet service,No,Month-to-month,No,Mailed check,52.09,501.41,0
Male,0,Yes,No,36,Yes,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,67.35,2381.62,0
Female,0,No,No,57,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,62.82,3572.01,0
Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer,98.82,0.0,0
Female,0,Yes,No,25,Yes,No,No,No internet service,No,No,Two year,No,Credit card,26.74,626.89,0
Female,0,Yes,No,1,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,33.97,149.05,0
Female,1,No,No,2,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Electronic check,64.94,21.87,1
Female,0,Yes,No,36,Yes,No,DSL,No internet service,No,No,Month-to-month,Yes,Bank transfer,52.58,1954.85,0
Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,47.43,1889.91,0
